12:37:15.950 [main] INFO  c.a.s.k.s.auto.AutoscalingController - Starting Kinesis Autoscaling Agent
14:15:03.241 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.76% (33,787 Bytes of 8388608)
14:15:03.242 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 15.64% (2,025 Records of 8000)
14:15:03.242 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 15.64%
14:15:03.281 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Stream in_stream: Deferring Scale Down until Cool Off Period of 10 Minutes has elapsed
14:15:03.300 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:20:03.496 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.01% (24,715 Bytes of 3145728)
14:20:03.496 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 14.65% (343 Records of 3000)
14:20:03.496 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 14.65%
14:20:03.497 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.60% (38,542 Bytes of 6291456)
14:20:03.498 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 8.42% (534 Records of 6000)
14:20:03.498 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 8.42%
14:20:03.540 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Down of Stream in_stream by 1 as [PUT, GET] has been below 30% for 5 Minutes
14:20:03.540 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 2
14:20:03.618 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Waiting for Stream to transition back to Active Status
14:20:50.118 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:25:50.274 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 1.22% (38,080 Bytes of 3145728)
14:25:50.275 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 17.82% (529 Records of 3000)
14:25:50.275 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 17.82%
14:25:50.275 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 0.61% (38,216 Bytes of 6291456)
14:25:50.275 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 8.36% (531 Records of 6000)
14:25:50.275 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 8.36%
14:25:50.310 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Stream in_stream: Deferring Scale Down until Cool Off Period of 10 Minutes has elapsed
14:25:50.323 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:30:50.422 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 2.17% (47,666 Bytes of 2097152)
14:30:50.422 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 31.94% (662 Records of 2000)
14:30:50.422 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 31.94%
14:30:50.422 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.10% (45,046 Bytes of 4194304)
14:30:50.423 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 15.92% (659 Records of 4000)
14:30:50.423 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 15.92%
14:30:50.466 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
14:30:50.517 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 2.78% (58,200 Bytes of 2097152)
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 40.45% (851 Records of 2000)
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 40.45%
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.40% (61,633 Bytes of 4194304)
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 20.34% (856 Records of 4000)
14:35:50.621 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 20.34%
14:35:50.659 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
14:35:50.706 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.94% (84,052 Bytes of 2097152)
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 52.64% (957 Records of 2000)
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 52.64%
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.92% (84,936 Bytes of 4194304)
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 28.35% (1,180 Records of 4000)
14:40:50.809 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 28.35%
14:40:50.848 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
14:40:50.911 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:45:51.010 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.67% (101,304 Bytes of 2097152)
14:45:51.011 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 67.64% (1,407 Records of 2000)
14:45:51.011 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 67.64%
14:45:51.011 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.24% (92,882 Bytes of 4194304)
14:45:51.011 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 33.63% (1,345 Records of 4000)
14:45:51.011 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 33.63%
14:45:51.058 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
14:45:51.079 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.48% (108,283 Bytes of 2097152)
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 81.55% (1,686 Records of 2000)
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 81.55%
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.78% (112,338 Bytes of 4194304)
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 39.44% (1,560 Records of 4000)
14:50:51.227 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 39.44%
14:50:51.297 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
14:50:51.362 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
14:55:51.453 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.96% (123,974 Bytes of 2097152)
14:55:51.454 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 87.53% (1,752 Records of 2000)
14:55:51.454 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 87.53%
14:55:51.454 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 3.01% (125,203 Bytes of 4194304)
14:55:51.454 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 43.84% (1,763 Records of 4000)
14:55:51.454 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 43.84%
14:55:51.490 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Requesting Scale Up of Stream in_stream by 1 as [PUT, GET] has been above 80% for 5 Minutes
14:55:51.490 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Updating Stream in_stream Shard Count to 3
14:55:51.588 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - UpdateShardCount API Limit Exceeded. Falling back to manual scaling
14:55:51.588 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Scaling Stream in_stream from 2 Shards to 3
14:56:11.852 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Split Shard shardId-000000000025 at 33% Creating Final Shard shardId-000000000027 and Intermediate Shard Shard shardId-000000000028 - Start: 113427455640312809811712638445973955039, End: 170141183460469231731687303715884105727, Keyspace Width: 56713727820156421919974665269910150688 (16.667%)
 (17%)
14:56:11.852 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 33% Complete, (2 Pending, 1 Completed). Current Size 3 Shards with Approx 60 Seconds Remaining
14:56:31.977 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Merging Shard shardId-000000000028 with shardId-000000000029
14:56:52.193 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - Created Shard shardId-000000000031 (33%)
14:56:52.193 [pool-1-thread-1] INFO  c.a.s.kinesis.scaling.StreamScaler - in_stream: Shard Modification 67% Complete, (1 Pending, 2 Completed). Current Size 3 Shards with Approx 90 Seconds Remaining
14:56:52.221 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Scaling Direction: UP
Shard shardId-000000000027 - Start: 0, End: 113427455640312809811712638445973955038, Keyspace Width: 113427455640312809811712638445973955038 (33.333%)
Shard shardId-000000000031 - Start: 113427455640312809811712638445973955039, End: 226854911269282892207786897226553474543, Keyspace Width: 113427455628970082396074258780579519504 (33.333%)
Shard shardId-000000000030 - Start: 226854911269282892207786897226553474544, End: 340282366920938463463374607431768211455, Keyspace Width: 113427455651655571255587710205214736911 (33.333%)
14:56:52.221 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:01:52.314 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.85% (119,604 Bytes of 3145728)
15:01:52.314 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 56.87% (1,679 Records of 3000)
15:01:52.314 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 56.87%
15:01:52.315 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.93% (121,208 Bytes of 6291456)
15:01:52.315 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 28.36% (1,729 Records of 6000)
15:01:52.315 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 28.36%
15:01:52.356 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:01:52.407 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:06:52.493 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.48% (109,055 Bytes of 3145728)
15:06:52.494 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 51.12% (1,530 Records of 3000)
15:06:52.494 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 51.12%
15:06:52.494 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.76% (111,028 Bytes of 6291456)
15:06:52.494 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 25.36% (1,542 Records of 6000)
15:06:52.494 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 25.36%
15:06:52.539 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:06:52.715 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:11:52.852 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.38% (103,552 Bytes of 3145728)
15:11:52.852 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 49.09% (1,438 Records of 3000)
15:11:52.852 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 49.09%
15:11:52.853 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.69% (103,565 Bytes of 6291456)
15:11:52.853 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 24.64% (1,438 Records of 6000)
15:11:52.853 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 24.64%
15:11:52.889 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:11:52.953 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 3.39% (105,426 Bytes of 3145728)
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 49.66% (1,522 Records of 3000)
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 49.66%
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 1.69% (104,645 Bytes of 6291456)
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 24.69% (1,474 Records of 6000)
15:16:53.049 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 24.69%
15:16:53.084 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:16:53.110 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:21:53.198 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.11% (130,511 Bytes of 3145728)
15:21:53.199 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 57.38% (1,867 Records of 3000)
15:21:53.199 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 57.38%
15:21:53.199 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.12% (131,032 Bytes of 6291456)
15:21:53.199 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 29.24% (1,879 Records of 6000)
15:21:53.199 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 29.24%
15:21:53.240 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:21:53.317 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:26:53.440 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.40% (136,206 Bytes of 3145728)
15:26:53.440 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 65.01% (1,974 Records of 3000)
15:26:53.440 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 65.01%
15:26:53.440 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.23% (142,871 Bytes of 6291456)
15:26:53.441 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 31.99% (1,884 Records of 6000)
15:26:53.441 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 31.99%
15:26:53.471 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:26:53.488 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.78% (151,184 Bytes of 3145728)
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 69.38% (2,092 Records of 3000)
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 69.38%
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.38% (151,385 Bytes of 6291456)
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 34.63% (2,056 Records of 6000)
15:31:53.575 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 34.63%
15:31:53.608 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:31:53.630 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:36:53.722 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.71% (145,588 Bytes of 3145728)
15:36:53.723 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 68.22% (2,022 Records of 3000)
15:36:53.723 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 68.22%
15:36:53.724 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.34% (145,045 Bytes of 6291456)
15:36:53.724 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 34.05% (2,015 Records of 6000)
15:36:53.724 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 34.05%
15:36:53.760 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:36:53.799 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:41:53.890 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 4.90% (155,167 Bytes of 3145728)
15:41:53.890 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 71.76% (2,155 Records of 3000)
15:41:53.890 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 71.76%
15:41:53.890 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.46% (154,642 Bytes of 6291456)
15:41:53.891 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 35.79% (2,148 Records of 6000)
15:41:53.891 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 35.79%
15:41:53.928 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:41:53.946 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:46:54.043 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.32% (169,586 Bytes of 3145728)
15:46:54.044 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 77.36% (2,336 Records of 3000)
15:46:54.044 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 77.36%
15:46:54.044 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.63% (169,194 Bytes of 6291456)
15:46:54.044 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used GET[Records] Capacity ~ 38.49% (2,350 Records of 6000)
15:46:54.044 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric GET[Records] due to higher utilisation metric 38.49%
15:46:54.077 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - No Scaling required - Stream capacity within specified tolerances
15:46:54.092 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Next Check Cycle in 300 seconds
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used PUT[Bytes] Capacity ~ 5.49% (173,611 Bytes of 3145728)
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Records: Stream in_stream Used PUT[Records] Capacity ~ 79.99% (2,411 Records of 3000)
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Will decide scaling action based on metric PUT[Records] due to higher utilisation metric 79.99%
15:51:54.244 [pool-1-thread-1] INFO  c.a.s.k.scaling.auto.StreamMonitor - Bytes: Stream in_stream Used GET[Bytes] Capacity ~ 2.74% (172,540 Bytes of 6291456)
